depth,gc,acc,gcrank
56.19,0.27,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
48.74,0.27,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
84.25,0.27,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
83.06,0.25,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
41.84,0.22,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
42.9,0.22,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
58.59,0.21,SRR6316270_NODE_10_length_2884_cov_25.665960,bot90
75.52,0.51,SRR2037085_NODE_6624_length_2474_cov_35.030591,top10
70.8,0.5,SRR2037085_NODE_6624_length_2474_cov_35.030591,top10
29.08,0.47,SRR2037085_NODE_6624_length_2474_cov_35.030591,top10
95.97,0.47,SRR2037085_NODE_6624_length_2474_cov_35.030591,top10
76.74,0.46,SRR2037085_NODE_6624_length_2474_cov_35.030591,top10
89.48,0.43,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
93.62,0.42,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
84.16,0.41,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
80.09,0.41,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
73.46,0.41,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
103.82,0.41,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
99.42,0.41,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
79.36,0.41,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
44.2,0.4,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
89.31,0.4,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
106.76,0.39,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
81.16,0.39,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
86.37,0.39,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
90.12,0.39,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
62.67,0.39,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
71.01,0.39,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
102.34,0.38,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
110.92,0.37,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
95.62,0.37,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
88.75,0.36,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
72.51,0.36,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
97.9,0.36,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
53.3,0.36,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
103.68,0.36,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
97.86,0.35,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
104.11,0.35,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
99.99,0.35,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
96.6,0.35,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
83.92,0.35,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
72.63,0.34,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
85.54,0.34,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
69.12,0.34,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
95.79,0.33,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
75.05,0.33,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
62.06,0.32,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
70.38,0.32,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
70.76,0.31,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
67.8,0.31,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
96.61,0.31,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
91.39,0.3,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
86.33,0.3,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
96.33,0.28,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
89.61,0.27,SRR2037085_NODE_6624_length_2474_cov_35.030591,bot90
48.77,0.69,SRR2037084_NODE_790_length_2735_cov_21.825000,top10
143.41,0.67,SRR2037084_NODE_790_length_2735_cov_21.825000,top10
31.02,0.56,SRR2037084_NODE_790_length_2735_cov_21.825000,top10
48.5,0.55,SRR2037084_NODE_790_length_2735_cov_21.825000,top10
34.22,0.53,SRR2037084_NODE_790_length_2735_cov_21.825000,top10
33.44,0.49,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
41.26,0.48,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
40.31,0.47,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
67.35,0.46,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
49.02,0.46,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
41.97,0.46,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
40.84,0.45,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
30.27,0.45,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
40.43,0.43,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
37.85,0.43,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
249.02,0.43,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
34.03,0.41,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
210.18,0.4,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
29.69,0.4,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
34.41,0.4,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
49.98,0.4,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
74.18,0.4,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
46.25,0.4,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
42.42,0.4,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
36.77,0.39,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
29.11,0.39,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
36.82,0.38,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
28.86,0.38,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
38.37,0.38,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
39.02,0.37,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
31.57,0.37,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
35.36,0.37,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
54.41,0.37,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
49.36,0.37,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
43.05,0.36,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
32.14,0.36,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
35.06,0.36,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
51.71,0.36,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
45.45,0.36,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
37.84,0.35,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
72.87,0.35,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
69.52,0.35,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
63.65,0.35,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
46.03,0.35,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
56.63,0.34,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
79.33,0.33,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
61.86,0.33,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
41.73,0.33,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
44.79,0.32,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
293.04,0.3,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
66.64,0.29,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
57.72,0.29,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
56.19,0.27,SRR2037084_NODE_790_length_2735_cov_21.825000,bot90
82.84,0.63,SRR2037084_NODE_1174_length_2002_cov_73.260914,top10
92.03,0.61,SRR2037084_NODE_1174_length_2002_cov_73.260914,top10
200.14,0.59,SRR2037084_NODE_1174_length_2002_cov_73.260914,top10
107.8,0.58,SRR2037084_NODE_1174_length_2002_cov_73.260914,top10
220.0,0.57,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
128.75,0.56,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
99.15,0.56,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
109.75,0.55,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
181.35,0.54,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
936.27,0.51,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
71.15,0.5,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
83.05,0.48,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
418.17,0.47,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
797.29,0.47,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
99.13,0.46,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
147.51,0.45,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
98.31,0.44,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
64.68,0.44,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
1001.46,0.44,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
104.64,0.43,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
103.18,0.42,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
102.64,0.41,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
70.34,0.41,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
117.62,0.4,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
635.27,0.4,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
98.92,0.4,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
103.81,0.4,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
136.38,0.4,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
107.86,0.39,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
108.93,0.39,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
945.37,0.39,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
107.41,0.39,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
561.61,0.38,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
601.45,0.38,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
107.85,0.38,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
1061.15,0.35,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
172.87,0.33,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
1093.24,0.33,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
304.84,0.32,SRR2037084_NODE_1174_length_2002_cov_73.260914,bot90
7.61,0.5,SRR6316298_NODE_29_length_2310_cov_5.159645,top10
6.41,0.47,SRR6316298_NODE_29_length_2310_cov_5.159645,top10
9.9,0.47,SRR6316298_NODE_29_length_2310_cov_5.159645,top10
5.58,0.46,SRR6316298_NODE_29_length_2310_cov_5.159645,top10
6.04,0.45,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
6.44,0.43,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
4.4,0.43,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
13.12,0.43,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
5.67,0.43,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
18.33,0.43,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
4.04,0.43,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
5.99,0.42,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
19.47,0.41,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
7.32,0.41,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
7.54,0.41,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
7.67,0.41,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
15.64,0.41,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
15.09,0.4,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
19.75,0.39,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
3.67,0.39,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
10.02,0.39,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
3.56,0.39,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
20.77,0.38,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
10.3,0.37,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
16.78,0.35,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
15.5,0.35,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
14.01,0.35,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
6.57,0.35,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
10.07,0.35,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
12.2,0.35,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
20.16,0.34,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
12.18,0.34,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
3.5,0.34,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
8.88,0.34,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
6.98,0.34,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
11.54,0.33,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
5.08,0.32,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
12.5,0.32,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
10.2,0.32,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
10.36,0.32,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
11.31,0.32,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
13.94,0.31,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
11.96,0.31,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
12.53,0.29,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
10.28,0.27,SRR6316298_NODE_29_length_2310_cov_5.159645,bot90
1159.71,0.84,SRR6316211_NODE_20_length_3704_cov_82.605371,top10
1211.92,0.8,SRR6316211_NODE_20_length_3704_cov_82.605371,top10
994.73,0.75,SRR6316211_NODE_20_length_3704_cov_82.605371,top10
996.05,0.73,SRR6316211_NODE_20_length_3704_cov_82.605371,top10
661.44,0.71,SRR6316211_NODE_20_length_3704_cov_82.605371,top10
646.8,0.71,SRR6316211_NODE_20_length_3704_cov_82.605371,top10
716.94,0.68,SRR6316211_NODE_20_length_3704_cov_82.605371,top10
816.13,0.67,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
978.66,0.65,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
788.49,0.64,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1096.51,0.63,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
626.59,0.62,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
778.74,0.62,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
964.66,0.6,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
962.87,0.6,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1117.26,0.6,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1033.5,0.6,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1039.35,0.6,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
631.98,0.6,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1127.21,0.59,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1264.9,0.59,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
754.84,0.59,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1186.26,0.59,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1003.48,0.57,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
796.23,0.57,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
306.09,0.56,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1055.02,0.56,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
851.9,0.56,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
998.04,0.54,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
795.4,0.54,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
634.59,0.53,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
518.43,0.53,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
870.52,0.53,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
901.38,0.53,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
729.47,0.53,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1226.46,0.52,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
722.34,0.52,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
807.09,0.52,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1068.46,0.52,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
514.12,0.52,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
913.67,0.51,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1027.33,0.51,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1088.39,0.51,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
799.5,0.5,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
146.32,0.48,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
94.67,0.47,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1028.06,0.47,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1133.35,0.47,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
793.59,0.47,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1012.82,0.47,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
548.41,0.46,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
601.94,0.45,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
959.0,0.45,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
966.25,0.45,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
764.05,0.45,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
826.54,0.43,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
729.07,0.43,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
264.67,0.42,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
589.03,0.42,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
1202.2,0.42,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
684.66,0.41,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
460.25,0.41,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
188.35,0.41,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
633.7,0.4,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
704.05,0.39,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
667.2,0.37,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
745.55,0.37,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
304.73,0.37,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
616.21,0.35,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
367.33,0.33,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
770.97,0.32,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
579.3,0.32,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
761.14,0.31,SRR6316211_NODE_20_length_3704_cov_82.605371,bot90
41.6,0.79,SRR6316247_NODE_7_length_3312_cov_39.893460,top10
40.72,0.76,SRR6316247_NODE_7_length_3312_cov_39.893460,top10
134.02,0.71,SRR6316247_NODE_7_length_3312_cov_39.893460,top10
24.08,0.69,SRR6316247_NODE_7_length_3312_cov_39.893460,top10
72.62,0.66,SRR6316247_NODE_7_length_3312_cov_39.893460,top10
69.3,0.66,SRR6316247_NODE_7_length_3312_cov_39.893460,top10
73.67,0.65,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
34.0,0.64,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
76.12,0.64,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
67.84,0.63,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
250.72,0.63,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
31.3,0.62,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
43.0,0.62,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
351.41,0.62,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
53.98,0.6,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
52.91,0.6,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
502.95,0.59,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
81.34,0.59,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
208.11,0.59,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
28.67,0.59,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
44.72,0.58,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
39.02,0.58,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
85.08,0.57,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
45.59,0.57,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
59.58,0.56,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
59.38,0.56,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
502.26,0.55,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
56.76,0.55,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
45.86,0.54,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
29.46,0.53,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
51.92,0.53,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
65.94,0.53,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
47.64,0.53,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
632.14,0.52,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
52.26,0.52,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
32.54,0.52,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
41.69,0.52,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
47.23,0.52,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
67.26,0.51,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
58.14,0.5,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
60.59,0.5,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
27.34,0.5,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
63.56,0.5,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
65.99,0.49,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
52.54,0.49,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
45.09,0.49,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
64.71,0.48,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
48.48,0.47,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
66.59,0.46,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
51.57,0.46,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
72.03,0.44,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
56.56,0.44,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
78.02,0.44,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
70.65,0.43,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
66.96,0.43,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
54.52,0.43,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
81.34,0.4,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
68.37,0.4,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
67.1,0.4,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
53.69,0.38,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
74.0,0.37,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
75.89,0.37,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
80.11,0.37,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
65.97,0.33,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
74.94,0.33,SRR6316247_NODE_7_length_3312_cov_39.893460,bot90
544.32,0.54,SRR2037085_NODE_6669_length_2466_cov_68.447947,top10
590.62,0.5,SRR2037085_NODE_6669_length_2466_cov_68.447947,top10
543.94,0.5,SRR2037085_NODE_6669_length_2466_cov_68.447947,top10
597.71,0.45,SRR2037085_NODE_6669_length_2466_cov_68.447947,top10
685.23,0.44,SRR2037085_NODE_6669_length_2466_cov_68.447947,top10
711.28,0.43,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
690.89,0.43,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
449.78,0.43,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
548.5,0.42,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
602.38,0.42,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
687.73,0.42,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
678.24,0.42,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
655.14,0.42,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
255.53,0.41,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
517.18,0.41,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
454.14,0.41,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
592.66,0.41,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
667.72,0.41,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
411.61,0.4,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
496.05,0.4,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
374.11,0.4,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
625.32,0.4,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
444.2,0.39,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
509.95,0.39,SRR2037085_NODE_6669_length_2466_cov_68.447947,bot90
